timestamp,open,high,low,close,volume,close_time,quote_av,trades,tb_base_av,tb_quote_av,ignore
2022-05-30,0.00010240,0.00029000,0.00010240,0.00012629,2451395949470.16000000,1653955199999,353912611.96741065,1620549,1202972530411.41000000,174400558.18722302,0
2022-05-31,0.00012628,0.00013811,0.00010800,0.00011419,2124577849909.94000000,1654041599999,251025542.63710299,1440068,1035479759890.92000000,122569051.18981684,0
2022-06-01,0.00011420,0.00012800,0.00009150,0.00009845,1734832563306.08000000,1654127999999,181870031.40408186,899459,842787892033.08000000,88471134.67032847,0
2022-06-02,0.00009854,0.00010540,0.00009300,0.00010095,926658968423.68000000,1654214399999,91875856.38861886,412252,465085316682.58000000,46159768.83401781,0
2022-06-03,0.00010095,0.00010250,0.00009351,0.00009514,555748172351.34000000,1654300799999,53855947.12090023,258349,255388271864.10000000,24764320.16389222,0
2022-06-04,0.00009519,0.00009625,0.00009000,0.00009246,389618207104.45000000,1654387199999,36265830.21447008,186577,177194467295.78000000,16505664.06794137,0
2022-06-05,0.00009245,0.00009253,0.00007611,0.00007923,960304346760.35000000,1654473599999,79906129.65707269,402470,460231979992.27000000,38279325.32632348,0
2022-06-06,0.00007929,0.00008848,0.00007822,0.00008059,618268228298.84000000,1654559999999,51208496.50097915,263841,302230387118.05000000,25053205.42958331,0
2022-06-07,0.00008059,0.00008074,0.00006109,0.00006264,1016608858335.80000000,1654646399999,72396180.06437285,345795,467803706740.85000000,33325839.81247000,0
2022-06-08,0.00006264,0.00006475,0.00004509,0.00004663,1356536904054.76000000,1654732799999,78066212.26087794,380441,651376516632.65000000,37519330.54615119,0
2022-06-09,0.00004663,0.00008800,0.00004123,0.00007509,4247334638527.80000000,1654819199999,301989320.08977725,1348405,2112841744592.89000000,150405070.09931186,0
2022-06-10,0.00007509,0.00008400,0.00006719,0.00007070,1652425694714.81000000,1654905599999,122604498.88967907,634569,804254771346.03000000,59756934.74393671,0
2022-06-11,0.00007070,0.00007644,0.00006411,0.00006972,1061031157529.17000000,1654991999999,74125387.62843123,366643,512740999172.94000000,35859643.15576104,0
